Species,GarciaPenaMLog,GarciaPenaFLog,GarciaPenaAveLog,IwaniukArnoldLog,IwaniukNelsonLog,IwaniukDeanNelsonLog,SayolLog,CorfieldLog
Thalurania_furcata,NA,NA,NA,NA,-1.609437912,NA,-1.72,NA
Thamnomanes_caesius,NA,NA,NA,NA,-0.494296322,NA,-0.477,NA
Thamnophilus_caerulescens,NA,NA,NA,NA,-0.020202707,NA,-0.006,NA
Thamnophilus_punctatus,NA,NA,NA,NA,-0.061875404,NA,-0.046,NA
Thinocorus_rumicivorus,-0.314710745,-0.328504067,-0.321607406,NA,NA,NA,NA,NA
Thraupis_episcopus,NA,NA,NA,NA,0.104360015,NA,0.092,NA
Threnetes_ruckeri,NA,NA,NA,NA,-1.30933332,NA,-1.32,NA
Threskiornis_molucca,NA,NA,NA,NA,2.292534757,NA,2.293,NA
Thryomanes_bewickii,NA,NA,NA,NA,-0.653926467,NA,-0.668,NA
Thryothorus_ludovicianus,NA,NA,NA,NA,-0.162518929,NA,-0.139,NA
Thryothorus_nigricapillus,NA,NA,NA,NA,0.058268908,NA,0.058,NA
Tiaris_olivaceus,NA,NA,NA,NA,NA,NA,-0.716,NA
Tigrisoma_lineatum,NA,NA,NA,NA,1.925707442,NA,1.879,NA
Tinamus_major,NA,NA,NA,NA,1.061256502,NA,0.742,NA
Tityra_cayana,NA,NA,NA,NA,0.476234179,NA,0.588,NA
Tityra_semifasciata,NA,NA,NA,NA,0.631271777,NA,0.642,NA
Tockus_erythrorhynchus,NA,NA,NA,NA,1.261297871,NA,1.295,NA
Tockus_flavirostris,NA,NA,NA,NA,1.446918983,NA,1.479,NA
Todiramphus_chloris,NA,NA,NA,NA,NA,NA,0.331,NA
Todiramphus_macleayii,NA,NA,NA,NA,NA,NA,0.059,NA
Todiramphus_pyrrhopygius,NA,NA,NA,NA,NA,NA,0.14,NA
Todiramphus_sanctus,NA,NA,NA,NA,NA,NA,0.03,NA
Todirostrum_cinereum,NA,NA,NA,NA,-1.171182982,NA,-1.139,NA
Todus_mexicanus,NA,NA,NA,NA,-0.916290732,NA,-0.913,NA
Todus_subulatus,NA,NA,NA,NA,-0.84397007,NA,-0.838,NA
Todus_todus,NA,NA,NA,NA,-0.891598119,NA,-0.894,NA
Tolmomyias_sulphurescens,NA,NA,NA,NA,-0.673344553,NA,-0.562,NA
Touit_delictissima,NA,NA,NA,NA,NA,0.955511445,NA,NA
Touit_dilectissimus,NA,NA,NA,NA,NA,NA,0.956,NA
Touit_purpurata,NA,NA,NA,NA,NA,0.875468737,NA,NA
Touit_purpuratus,NA,NA,NA,NA,NA,NA,0.875,NA
Toxorhamphus_poliopterus,NA,NA,NA,NA,-0.84397007,NA,-0.644,NA
Toxostoma_curvirostre,NA,NA,NA,NA,0.75612198,NA,0.742,NA
Trachyphonus_margaritatus,NA,NA,NA,NA,NA,NA,NA,0.182321557
Trachyphonus_vaillantii,NA,NA,NA,NA,NA,NA,0.47,0.488580015
Tregellasia_capito,NA,NA,NA,NA,NA,NA,-0.261,NA
Tregellasia_leucops,NA,NA,NA,NA,NA,NA,-0.489,NA
Treron_curvirostra,NA,NA,NA,NA,NA,NA,0.3,NA
Treron_formosae,NA,NA,NA,NA,NA,NA,0.438,NA
Treron_fulvicollis,NA,NA,NA,NA,NA,NA,0.262,NA
Trichodere_cockerelli,NA,NA,NA,NA,NA,NA,-0.431,NA
Trichoglossus_chlorolepidotus,NA,NA,NA,NA,1.115141591,1.115141591,1.119,NA
Trichoglossus_haematodus,NA,NA,NA,NA,1.297463147,1.297463147,1.24,NA
Trichoglossus_ornatus,NA,NA,NA,NA,1.255616037,1.255616037,NA,NA
Trichoglossus_rubritorquatus,NA,NA,NA,NA,1.208960346,1.208960346,NA,NA
Tricholaema_leucomelas,NA,NA,NA,NA,-0.020202707,NA,-0.051,-0.020202707
Trichothraupis_melanops,NA,NA,NA,NA,-0.105360516,NA,-0.1,NA
Triclaria_malachitacea,NA,NA,NA,NA,NA,1.45395301,NA,NA
Tringa_brevipes,0.262364264,0.322083499,0.292223882,NA,0.292669614,NA,NA,NA
Tringa_cinerea,0.019802627,0.039220713,0.02951167,NA,0.029558802,NA,NA,NA
Tringa_flavipes,0.048790164,0.086177696,0.06748393,NA,0.067658648,NA,0.075,NA
Tringa_glareola,0.039220713,0.048790164,0.044005439,NA,0.039220713,NA,-0.02,NA
Tringa_hypoleucos,-0.162518929,-0.139262067,-0.150890498,NA,NA,NA,NA,NA
Tringa_incana,0.262364264,0.270027137,0.266195701,NA,NA,NA,NA,NA
Tringa_macularia,-0.385662481,-0.371063681,-0.378363081,NA,NA,NA,NA,NA
Tringa_melanoleuca,0.625938431,0.641853886,0.633896159,NA,0.58221562,NA,0.59,NA
Tringa_nebularia,0.587786665,0.641853886,0.614820276,NA,NA,NA,0.642,NA
Tringa_ochropus,0.039220713,0.058268908,0.048744811,NA,NA,NA,NA,NA
Tringa_solitaria,-0.174353387,-0.223143551,-0.198748469,NA,-0.198450939,NA,-0.193,NA
Tringa_stagnatilis,0.019802627,0.019802627,0.019802627,NA,0.019802627,NA,0.017,NA
Tringa_totanus,0.444685821,0.392042088,0.418363955,NA,NA,NA,NA,NA
Trochilus_polytmus,NA,NA,NA,NA,-1.660731207,NA,-1.65,NA
Troglodytes_aedon,NA,NA,NA,NA,-0.634878272,NA,NA,NA
Trogon_massena,NA,NA,NA,NA,0.75612198,NA,0.788,NA
Trogon_violaceus,NA,NA,NA,NA,0.343589704,NA,0.345,NA
Trogon_viridis,NA,NA,NA,NA,0.58221562,NA,0.56,NA
Tryngites_subruficollis,0.076961041,-0.020202707,0.028379167,NA,0.029558802,NA,0.032,NA
Turdoides_jardineii,NA,NA,NA,NA,NA,NA,0.693,NA
Turdus_lherminieri,NA,NA,NA,NA,NA,NA,0.777,NA
Turdus_merula,NA,NA,NA,NA,0.641853886,NA,0.742,NA
Turdus_migratorius,NA,NA,NA,NA,0.494696242,NA,0.389,NA
Turdus_philomelos,NA,NA,NA,NA,0.488580015,NA,0.531,NA
Turnix_pyrrhothorax,NA,NA,NA,NA,-0.562118918,NA,-0.416,NA
Turnix_suscitator,NA,NA,NA,NA,-0.342490309,NA,-0.357,NA
Turnix_varius,NA,NA,NA,NA,NA,NA,0.055,NA
Turnix_velox,NA,NA,NA,NA,-0.400477567,NA,-0.511,NA
Turtur_brehmeri,NA,NA,NA,NA,NA,NA,0.281,NA
Turtur_tympanistria,NA,NA,NA,NA,NA,NA,0.02,NA
Tympanuchus_phasianellus,NA,NA,NA,NA,1.057790294,NA,1.072,NA
Tyrannus_dominicensis,NA,NA,NA,NA,0,NA,0,NA
Tyrannus_verticalis,NA,NA,NA,NA,-0.020202707,NA,-0.02,NA
Tyto_alba,NA,NA,NA,NA,1.873339456,NA,1.8,NA
Tyto_longimembris,NA,NA,NA,NA,NA,NA,1.658,NA
Tyto_novaehollandiae,NA,NA,NA,NA,2.136530509,NA,2.144,NA
Tyto_tenebricosa,NA,NA,NA,NA,2.541601993,NA,2.542,NA
Uria_aalge,1.740466175,1.715598108,1.728032142,NA,1.745715531,NA,NA,NA
Uria_lomvia,1.701105101,1.633154439,1.66712977,NA,1.667706821,NA,NA,NA
Vanellus_albiceps,0.854415328,0.875468737,0.864942033,NA,NA,NA,NA,NA
Vanellus_armatus,0.657520003,0.667829373,0.662674688,NA,NA,NA,0.665,NA
Vanellus_cayanus,0.488580015,0.371563556,0.430071786,NA,NA,NA,0.486,NA
Vanellus_coronatus,0.802001585,0.683096845,0.742549215,NA,NA,NA,0.803,NA
Vanellus_miles,1.061256502,1.036736885,1.048996694,NA,1.047318994,NA,1.063,NA
Vanellus_senegallus,0.896088025,0.875468737,0.885778381,NA,NA,NA,0.906,NA
Vanellus_tricolor,0.850150929,0.891998039,0.871074484,NA,0.871293366,NA,0.873,NA
Vanellus_vanellus,0.78845736,0.896088025,0.842272693,NA,NA,NA,0.765,NA
Veneliornis_mixtus,NA,NA,NA,NA,NA,NA,NA,0.346422567
Veneliornis_passerinus,NA,NA,NA,NA,0.371563556,NA,NA,0.371563556
Vermivora_peregrina,NA,NA,NA,NA,-0.84397007,NA,-0.904,NA
Vidua_paradisaea,NA,NA,NA,NA,-0.446287103,NA,-0.498,NA
Vini_stepheni,NA,NA,NA,NA,0.732367894,0.732367894,0.73,NA
Vireo_altiloquus,NA,NA,NA,-0.287682072,-0.287682072,NA,-0.287,NA
Vireo_magister,NA,NA,NA,NA,-0.328504067,NA,-0.334,NA
Volatinia_jacarina,NA,NA,NA,NA,-0.713349888,NA,-0.673,NA
Willisornis_poecilinotus,NA,NA,NA,NA,NA,NA,-0.46,NA
Wilsonia_citrina,NA,NA,NA,NA,-0.733969175,NA,-0.753,NA
Xanthocephalus_xanthocephalus,NA,NA,NA,NA,0.500775288,NA,0.518,NA
Xanthomyza_phrygia,NA,NA,NA,NA,NA,NA,0.03,NA
Xanthotis_flaviventer,NA,NA,NA,0.048790164,0.048790164,NA,0.051,NA
Xanthotis_macleayanus,NA,NA,NA,NA,NA,NA,-0.1,NA
Xema_sabini,0.802001585,0.78845736,0.795229473,NA,0.792992516,NA,NA,NA
Xenops_minutus,NA,NA,NA,NA,-0.713349888,NA,-0.702,NA
Xenus_cinereus,NA,NA,NA,NA,NA,NA,0.034,NA
Xiphorhynchus_guttatus,NA,NA,NA,NA,0.405465108,NA,0.362,NA
Xolmis_pyrope,NA,NA,NA,NA,0.246860078,NA,0.243,NA
Zenaida_asiatica,NA,NA,NA,NA,NA,NA,0.438,NA
Zenaida_auriculata,NA,NA,NA,NA,NA,NA,0.095,NA
Zenaida_aurita,NA,NA,NA,NA,0.371563556,NA,0.372,NA
Zenaida_macroura,NA,NA,NA,NA,0.173953307,NA,0.14,NA
Zonotrichia_albicollis,NA,NA,NA,NA,0.048790164,NA,0.027,NA
Zonotrichia_leucophrys,NA,NA,NA,NA,-0.030459207,NA,-0.013,NA
Zoothera_heinei,NA,NA,NA,NA,NA,NA,0.588,NA
Zoothera_lunulata,NA,NA,NA,NA,0.770108222,NA,0.693,NA
Zoothera_naevia,NA,NA,NA,NA,NA,NA,0.555,NA
Zosterops_japonicus,NA,NA,NA,NA,-0.616186139,NA,-0.615,NA
Zosterops_lateralis,NA,NA,NA,NA,-0.755022584,NA,-0.799,NA
