"scientific_name","order","family","genus","species","colonial","social","pairs_and_family_groups","singly_and_pairs","solitary"
"Aburria aburri","Galliformes","Cracidae","Aburria","aburri",0,0,1,1,0
"Chamaepetes unicolor","Galliformes","Cracidae","Chamaepetes","unicolor",0,0,1,1,0
"Chamaepetes goudotii","Galliformes","Cracidae","Chamaepetes","goudotii",0,0,1,1,0
"Penelopina nigra","Galliformes","Cracidae","Penelopina","nigra",0,1,1,1,1
"Oreophasis derbianus","Galliformes","Cracidae","Oreophasis","derbianus",NA,NA,NA,NA,NA
"Nothocrax urumutum","Galliformes","Cracidae","Nothocrax","urumutum",0,1,1,1,0
"Mitu tomentosum","Galliformes","Cracidae","Mitu","tomentosum",0,0,0,1,0
"Mitu salvini","Galliformes","Cracidae","Mitu","salvini",0,1,1,1,1
"Mitu tuberosum","Galliformes","Cracidae","Mitu","tuberosum",0,0,0,1,0
"Mitu mitu","Galliformes","Cracidae","Mitu","mitu",0,1,0,0,1
"Pauxi pauxi","Galliformes","Cracidae","Pauxi","pauxi",0,0,1,1,0
"Pauxi unicornis","Galliformes","Cracidae","Pauxi","unicornis",0,0,0,0,0
"Pauxi koepckeae","Galliformes","Cracidae","Pauxi","koepckeae",0,0,0,0,0
"Crax rubra","Galliformes","Cracidae","Crax","rubra",0,1,1,1,1
"Crax alberti","Galliformes","Cracidae","Crax","alberti",NA,NA,NA,NA,NA
"Crax daubentoni","Galliformes","Cracidae","Crax","daubentoni",0,1,1,0,0
"Crax alector","Galliformes","Cracidae","Crax","alector",0,0,1,1,0
"Crax globulosa","Galliformes","Cracidae","Crax","globulosa",0,1,1,1,0
"Crax fasciolata","Galliformes","Cracidae","Crax","fasciolata",0,0,0,1,0
NA,"Galliformes",NA,"Crax","pinima",NA,NA,NA,NA,NA
"Crax blumenbachii","Galliformes","Cracidae","Crax","blumenbachii",0,0,1,1,1
"Agelastes meleagrides","Galliformes","Numididae","Agelastes","meleagrides",0,1,0,0,0
"Agelastes niger","Galliformes","Numididae","Agelastes","niger",0,0,1,0,0
"Numida meleagris","Galliformes","Numididae","Numida","meleagris",0,1,1,0,0
"Guttera plumifera","Galliformes","Numididae","Guttera","plumifera",0,1,0,0,0
"Guttera verreauxi","Galliformes","Numididae","Guttera","verreauxi",0,1,1,1,0
"Guttera pucherani","Galliformes","Numididae","Guttera","pucherani",0,1,1,1,0
"Guttera edouardi","Galliformes","Numididae","Guttera","edouardi",0,1,1,1,0
"Acryllium vulturinum","Galliformes","Numididae","Acryllium","vulturinum",0,1,1,0,0
"Ptilopachus petrosus","Galliformes","Odontophoridae","Ptilopachus","petrosus",0,1,1,1,0
"Ptilopachus nahani","Galliformes","Odontophoridae","Ptilopachus","nahani",0,0,1,0,0
"Dendrortyx leucophrys","Galliformes","Odontophoridae","Dendrortyx","leucophrys",0,0,1,0,0
"Dendrortyx macroura","Galliformes","Odontophoridae","Dendrortyx","macroura",0,0,1,1,0
"Dendrortyx barbatus","Galliformes","Odontophoridae","Dendrortyx","barbatus",0,0,1,0,0
"Oreortyx pictus","Galliformes","Odontophoridae","Oreortyx","pictus",0,1,1,0,0
"Callipepla squamata","Galliformes","Odontophoridae","Callipepla","squamata",1,1,0,0,0
"Callipepla douglasii","Galliformes","Odontophoridae","Callipepla","douglasii",1,1,0,0,0
"Callipepla californica","Galliformes","Odontophoridae","Callipepla","californica",1,1,0,0,0
"Callipepla gambelii","Galliformes","Odontophoridae","Callipepla","gambelii",0,1,0,0,0
"Philortyx fasciatus","Galliformes","Odontophoridae","Philortyx","fasciatus",0,1,0,0,0
"Colinus virginianus","Galliformes","Odontophoridae","Colinus","virginianus",0,1,0,0,0
"Colinus nigrogularis","Galliformes","Odontophoridae","Colinus","nigrogularis",0,1,0,0,0
"Colinus leucopogon","Galliformes","Odontophoridae","Colinus","leucopogon",0,0,0,1,0
"Colinus cristatus","Galliformes","Odontophoridae","Colinus","cristatus",0,1,1,0,0
"Odontophorus gujanensis","Galliformes","Odontophoridae","Odontophorus","gujanensis",0,0,1,0,0
"Odontophorus capueira","Galliformes","Odontophoridae","Odontophorus","capueira",0,0,1,0,0
"Odontophorus melanotis","Galliformes","Odontophoridae","Odontophorus","melanotis",0,1,1,1,0
"Odontophorus erythrops","Galliformes","Odontophoridae","Odontophorus","erythrops",0,0,1,0,0
"Odontophorus atrifrons","Galliformes","Odontophoridae","Odontophorus","atrifrons",0,0,1,0,0
"Odontophorus hyperythrus","Galliformes","Odontophoridae","Odontophorus","hyperythrus",0,0,1,0,0
"Odontophorus melanonotus","Galliformes","Odontophoridae","Odontophorus","melanonotus",0,0,1,0,0
"Odontophorus speciosus","Galliformes","Odontophoridae","Odontophorus","speciosus",NA,NA,NA,NA,NA
"Odontophorus dialeucos","Galliformes","Odontophoridae","Odontophorus","dialeucos",0,0,1,1,0
"Odontophorus strophium","Galliformes","Odontophoridae","Odontophorus","strophium",0,0,0,1,0
"Odontophorus columbianus","Galliformes","Odontophoridae","Odontophorus","columbianus",0,0,1,1,0
"Odontophorus leucolaemus","Galliformes","Odontophoridae","Odontophorus","leucolaemus",0,0,1,1,0
"Odontophorus balliviani","Galliformes","Odontophoridae","Odontophorus","balliviani",NA,NA,NA,NA,NA
"Odontophorus stellatus","Galliformes","Odontophoridae","Odontophorus","stellatus",0,1,1,0,0
"Odontophorus guttatus","Galliformes","Odontophoridae","Odontophorus","guttatus",0,1,1,0,0
"Dactylortyx thoracicus","Galliformes","Odontophoridae","Dactylortyx","thoracicus",0,0,1,1,0
"Cyrtonyx montezumae","Galliformes","Odontophoridae","Cyrtonyx","montezumae",0,0,1,0,0
NA,"Galliformes",NA,"Cyrtonyx","sallei",0,1,0,0,0
"Cyrtonyx ocellatus","Galliformes","Odontophoridae","Cyrtonyx","ocellatus",0,0,1,0,0
"Rhynchortyx cinctus","Galliformes","Odontophoridae","Rhynchortyx","cinctus",0,0,1,1,0
"Xenoperdix udzungwensis","Galliformes","Phasianidae","Xenoperdix","udzungwensis",0,0,1,0,0
"Caloperdix oculeus","Galliformes","Phasianidae","Caloperdix","oculeus",0,0,0,1,0
"Rollulus rouloul","Galliformes","Phasianidae","Rollulus","rouloul",0,0,1,0,0
"Melanoperdix niger","Galliformes","Phasianidae","Melanoperdix","niger",0,0,0,1,0
"Arborophila torqueola","Galliformes","Phasianidae","Arborophila","torqueola",0,1,0,0,0
"Arborophila rufipectus","Galliformes","Phasianidae","Arborophila","rufipectus",NA,NA,NA,NA,NA
"Arborophila mandellii","Galliformes","Phasianidae","Arborophila","mandellii",NA,NA,NA,NA,NA
"Arborophila gingica","Galliformes","Phasianidae","Arborophila","gingica",NA,NA,NA,NA,NA
"Arborophila rufogularis","Galliformes","Phasianidae","Arborophila","rufogularis",0,0,1,0,0
"Arborophila rubrirostris","Galliformes","Phasianidae","Arborophila","rubrirostris",0,0,1,0,0
"Arborophila cambodiana","Galliformes","Phasianidae","Arborophila","cambodiana",0,0,0,1,0
"Arborophila ardens","Galliformes","Phasianidae","Arborophila","ardens",0,0,1,1,0
"Arborophila crudigularis","Galliformes","Phasianidae","Arborophila","crudigularis",0,0,1,0,0
"Arborophila atrogularis","Galliformes","Phasianidae","Arborophila","atrogularis",0,0,1,0,0
"Arborophila brunneopectus","Galliformes","Phasianidae","Arborophila","brunneopectus",0,1,0,0,0
"Arborophila davidi","Galliformes","Phasianidae","Arborophila","davidi",NA,NA,NA,NA,NA
"Arborophila hyperythra","Galliformes","Phasianidae","Arborophila","hyperythra",0,0,1,0,0
"Arborophila campbelli","Galliformes","Phasianidae","Arborophila","campbelli",0,0,1,0,0
"Arborophila rolli","Galliformes","Phasianidae","Arborophila","rolli",NA,NA,NA,NA,NA
"Arborophila sumatrana","Galliformes","Phasianidae","Arborophila","sumatrana",NA,NA,NA,NA,NA
"Arborophila javanica","Galliformes","Phasianidae","Arborophila","javanica",0,0,1,0,0
"Arborophila orientalis","Galliformes","Phasianidae","Arborophila","orientalis",NA,NA,NA,NA,NA
"Lerwa lerwa","Galliformes","Phasianidae","Lerwa","lerwa",0,0,1,0,0
"Ithaginis cruentus","Galliformes","Phasianidae","Ithaginis","cruentus",0,1,0,0,0
"Tragopan melanocephalus","Galliformes","Phasianidae","Tragopan","melanocephalus",0,0,1,0,0
"Tragopan satyra","Galliformes","Phasianidae","Tragopan","satyra",NA,NA,NA,NA,NA
"Tragopan blythii","Galliformes","Phasianidae","Tragopan","blythii",0,1,0,0,0
"Tragopan temminckii","Galliformes","Phasianidae","Tragopan","temminckii",NA,NA,NA,NA,NA
"Tragopan caboti","Galliformes","Phasianidae","Tragopan","caboti",0,1,0,0,0
"Tetraophasis obscurus","Galliformes","Phasianidae","Tetraophasis","obscurus",0,1,0,0,0
"Tetraophasis szechenyii","Galliformes","Phasianidae","Tetraophasis","szechenyii",0,0,1,0,0
"Lophophorus impejanus","Galliformes","Phasianidae","Lophophorus","impejanus",NA,NA,NA,NA,NA
"Lophophorus sclateri","Galliformes","Phasianidae","Lophophorus","sclateri",0,0,1,1,1
"Lophophorus lhuysii","Galliformes","Phasianidae","Lophophorus","lhuysii",0,0,1,0,0
"Pucrasia macrolopha","Galliformes","Phasianidae","Pucrasia","macrolopha",0,1,0,1,0
"Meleagris gallopavo","Galliformes","Phasianidae","Meleagris","gallopavo",0,1,0,0,0
"Meleagris ocellata","Galliformes","Phasianidae","Meleagris","ocellata",0,1,1,1,0
"Bonasa umbellus","Galliformes","Phasianidae","Bonasa","umbellus",0,1,0,0,1
"Tetrastes bonasia","Galliformes","Phasianidae","Tetrastes","bonasia",0,1,1,1,0
"Tetrastes sewerzowi","Galliformes","Phasianidae","Tetrastes","sewerzowi",NA,NA,NA,NA,NA
"Centrocercus urophasianus","Galliformes","Phasianidae","Centrocercus","urophasianus",0,1,0,0,1
"Centrocercus minimus","Galliformes","Phasianidae","Centrocercus","minimus",0,1,0,0,0
"Dendragapus obscurus","Galliformes","Phasianidae","Dendragapus","obscurus",0,1,1,0,1
"Dendragapus fuliginosus","Galliformes","Phasianidae","Dendragapus","fuliginosus",0,1,0,0,1
"Tympanuchus phasianellus","Galliformes","Phasianidae","Tympanuchus","phasianellus",0,1,0,1,0
"Tympanuchus cupido","Galliformes","Phasianidae","Tympanuchus","cupido",0,1,0,0,0
"Tympanuchus pallidicinctus","Galliformes","Phasianidae","Tympanuchus","pallidicinctus",0,1,0,0,0
"Lagopus leucura","Galliformes","Phasianidae","Lagopus","leucura",0,1,0,0,0
"Lagopus scotica","Galliformes","Phasianidae","Lagopus","scotica",NA,NA,NA,NA,NA
"Lagopus lagopus","Galliformes","Phasianidae","Lagopus","lagopus",0,1,0,0,0
"Lagopus muta","Galliformes","Phasianidae","Lagopus","muta",0,1,0,1,0
"Falcipennis falcipennis","Galliformes","Phasianidae","Falcipennis","falcipennis",0,1,1,0,0
"Canachites canadensis","Galliformes","Phasianidae","Canachites","canadensis",0,1,1,0,0
NA,"Galliformes",NA,"Canachites","franklinii",0,1,1,0,0
"Tetrao urogallus","Galliformes","Phasianidae","Tetrao","urogallus",0,1,0,1,0
"Tetrao urogalloides","Galliformes","Phasianidae","Tetrao","urogalloides",0,1,0,0,0
"Lyrurus tetrix","Galliformes","Phasianidae","Lyrurus","tetrix",0,1,1,1,0
"Lyrurus mlokosiewiczi","Galliformes","Phasianidae","Lyrurus","mlokosiewiczi",0,0,0,0,0
"Rhizothera longirostris","Galliformes","Phasianidae","Rhizothera","longirostris",NA,NA,NA,NA,NA
"Rhizothera dulitensis","Galliformes","Phasianidae","Rhizothera","dulitensis",NA,NA,NA,NA,NA
"Perdix hodgsoniae","Galliformes","Phasianidae","Perdix","hodgsoniae",0,0,1,0,0
"Perdix perdix","Galliformes","Phasianidae","Perdix","perdix",0,1,0,0,0
"Perdix dauurica","Galliformes","Phasianidae","Perdix","dauurica",0,1,0,0,0
"Syrmaticus soemmerringii","Galliformes","Phasianidae","Syrmaticus","soemmerringii",0,0,1,1,0
"Syrmaticus reevesii","Galliformes","Phasianidae","Syrmaticus","reevesii",0,0,1,0,0
"Syrmaticus mikado","Galliformes","Phasianidae","Syrmaticus","mikado",0,0,0,1,0
"Syrmaticus ellioti","Galliformes","Phasianidae","Syrmaticus","ellioti",0,0,1,0,0
"Syrmaticus humiae","Galliformes","Phasianidae","Syrmaticus","humiae",0,0,1,0,0
"Chrysolophus pictus","Galliformes","Phasianidae","Chrysolophus","pictus",0,1,0,0,0
"Chrysolophus amherstiae","Galliformes","Phasianidae","Chrysolophus","amherstiae",0,1,0,0,0
"Phasianus colchicus","Galliformes","Phasianidae","Phasianus","colchicus",0,1,1,0,1
"Phasianus versicolor","Galliformes","Phasianidae","Phasianus","versicolor",0,1,0,0,0
"Catreus wallichii","Galliformes","Phasianidae","Catreus","wallichii",0,0,1,0,0
"Crossoptilon harmani","Galliformes","Phasianidae","Crossoptilon","harmani",0,0,1,0,0
"Crossoptilon crossoptilon","Galliformes","Phasianidae","Crossoptilon","crossoptilon",0,0,1,0,0
"Crossoptilon mantchuricum","Galliformes","Phasianidae","Crossoptilon","mantchuricum",0,0,1,0,0
"Crossoptilon auritum","Galliformes","Phasianidae","Crossoptilon","auritum",0,0,1,0,0
"Lophura edwardsi","Galliformes","Phasianidae","Lophura","edwardsi",NA,NA,NA,NA,NA
"Lophura swinhoii","Galliformes","Phasianidae","Lophura","swinhoii",0,1,1,0,0
"Lophura bulweri","Galliformes","Phasianidae","Lophura","bulweri",NA,NA,NA,NA,NA
"Lophura leucomelanos","Galliformes","Phasianidae","Lophura","leucomelanos",0,1,0,0,0
"Lophura nycthemera","Galliformes","Phasianidae","Lophura","nycthemera",NA,NA,NA,NA,NA
"Lophura erythrophthalma","Galliformes","Phasianidae","Lophura","erythrophthalma",0,1,1,0,0
"Lophura pyronota","Galliformes","Phasianidae","Lophura","pyronota",0,0,0,1,0
"Lophura diardi","Galliformes","Phasianidae","Lophura","diardi",0,0,1,0,0
"Lophura inornata","Galliformes","Phasianidae","Lophura","inornata",NA,NA,NA,NA,NA
"Lophura rufa","Galliformes","Phasianidae","Lophura","rufa",0,0,1,0,0
"Lophura ignita","Galliformes","Phasianidae","Lophura","ignita",0,1,0,0,0
"Rheinardia ocellata","Galliformes","Phasianidae","Rheinardia","ocellata",0,0,0,0,1
"Rheinardia nigrescens","Galliformes","Phasianidae","Rheinardia","nigrescens",0,0,0,0,1
"Argusianus argus","Galliformes","Phasianidae","Argusianus","argus",0,0,0,0,1
"Afropavo congensis","Galliformes","Phasianidae","Afropavo","congensis",0,0,1,0,0
"Pavo cristatus","Galliformes","Phasianidae","Pavo","cristatus",0,0,1,0,0
"Pavo muticus","Galliformes","Phasianidae","Pavo","muticus",0,0,1,0,0
"Tropicoperdix chloropus","Galliformes","Phasianidae","Tropicoperdix","chloropus",0,0,1,0,0
NA,"Galliformes",NA,"Tropicoperdix","tonkinensis",NA,NA,NA,NA,NA
"Tropicoperdix charltonii","Galliformes","Phasianidae","Tropicoperdix","charltonii",NA,NA,NA,NA,NA
"Tropicoperdix graydoni","Galliformes","Phasianidae","Tropicoperdix","graydoni",NA,NA,NA,NA,NA
"Haematortyx sanguiniceps","Galliformes","Phasianidae","Haematortyx","sanguiniceps",NA,NA,NA,NA,NA
"Galloperdix spadicea","Galliformes","Phasianidae","Galloperdix","spadicea",0,0,1,0,0
"Galloperdix lunulata","Galliformes","Phasianidae","Galloperdix","lunulata",0,0,0,1,0
"Galloperdix bicalcarata","Galliformes","Phasianidae","Galloperdix","bicalcarata",0,0,1,0,0
"Polyplectron napoleonis","Galliformes","Phasianidae","Polyplectron","napoleonis",NA,NA,NA,NA,NA
"Polyplectron schleiermacheri","Galliformes","Phasianidae","Polyplectron","schleiermacheri",NA,NA,NA,NA,NA
"Polyplectron malacense","Galliformes","Phasianidae","Polyplectron","malacense",NA,NA,NA,NA,NA
"Polyplectron germaini","Galliformes","Phasianidae","Polyplectron","germaini",NA,NA,NA,NA,NA
"Polyplectron katsumatae","Galliformes","Phasianidae","Polyplectron","katsumatae",NA,NA,NA,NA,NA
"Polyplectron bicalcaratum","Galliformes","Phasianidae","Polyplectron","bicalcaratum",0,0,1,1,0
"Polyplectron inopinatum","Galliformes","Phasianidae","Polyplectron","inopinatum",NA,NA,NA,NA,NA
"Polyplectron chalcurum","Galliformes","Phasianidae","Polyplectron","chalcurum",NA,NA,NA,NA,NA
"Bambusicola fytchii","Galliformes","Phasianidae","Bambusicola","fytchii",0,0,1,0,0
"Bambusicola thoracicus","Galliformes","Phasianidae","Bambusicola","thoracicus",NA,NA,NA,NA,NA
"Bambusicola sonorivox","Galliformes","Phasianidae","Bambusicola","sonorivox",0,0,1,0,0
"Gallus varius","Galliformes","Phasianidae","Gallus","varius",0,0,1,1,0
"Gallus gallus","Galliformes","Phasianidae","Gallus","gallus",0,0,1,0,0
"Gallus sonneratii","Galliformes","Phasianidae","Gallus","sonneratii",0,0,1,0,0
"Gallus lafayettii","Galliformes","Phasianidae","Gallus","lafayettii",0,0,1,0,1
"Peliperdix lathami","Galliformes","Phasianidae","Peliperdix","lathami",NA,NA,NA,NA,NA
"Ortygornis sephaena","Galliformes","Phasianidae","Ortygornis","sephaena",0,1,1,0,0
"Ortygornis pondicerianus","Galliformes","Phasianidae","Ortygornis","pondicerianus",0,0,1,0,0
"Ortygornis gularis","Galliformes","Phasianidae","Ortygornis","gularis",0,1,1,0,0
"Francolinus pintadeanus","Galliformes","Phasianidae","Francolinus","pintadeanus",0,0,1,0,0
"Francolinus francolinus","Galliformes","Phasianidae","Francolinus","francolinus",0,0,1,1,0
"Francolinus pictus","Galliformes","Phasianidae","Francolinus","pictus",0,0,1,1,0
"Campocolinus coqui","Galliformes","Phasianidae","Campocolinus","coqui",NA,NA,NA,NA,NA
"Campocolinus albogularis","Galliformes","Phasianidae","Campocolinus","albogularis",NA,NA,NA,NA,NA
"Campocolinus schlegelii","Galliformes","Phasianidae","Campocolinus","schlegelii",0,0,1,0,0
"Scleroptila streptophora","Galliformes","Phasianidae","Scleroptila","streptophora",0,0,1,0,0
"Scleroptila levaillantii","Galliformes","Phasianidae","Scleroptila","levaillantii",0,1,0,0,0
"Scleroptila finschi","Galliformes","Phasianidae","Scleroptila","finschi",0,0,0,1,0
"Scleroptila psilolaema","Galliformes","Phasianidae","Scleroptila","psilolaema",0,0,1,0,0
"Scleroptila elgonensis","Galliformes","Phasianidae","Scleroptila","elgonensis",0,0,1,0,0
"Scleroptila afra","Galliformes","Phasianidae","Scleroptila","afra",0,1,0,0,0
"Scleroptila gutturalis","Galliformes","Phasianidae","Scleroptila","gutturalis",0,0,1,0,0
"Scleroptila shelleyi","Galliformes","Phasianidae","Scleroptila","shelleyi",0,0,1,0,0
"Scleroptila whytei","Galliformes","Phasianidae","Scleroptila","whytei",0,0,1,0,0
"Tetraogallus tibetanus","Galliformes","Phasianidae","Tetraogallus","tibetanus",0,1,0,0,0
"Tetraogallus altaicus","Galliformes","Phasianidae","Tetraogallus","altaicus",0,1,0,0,0
"Tetraogallus caucasicus","Galliformes","Phasianidae","Tetraogallus","caucasicus",0,0,1,0,0
"Tetraogallus caspius","Galliformes","Phasianidae","Tetraogallus","caspius",0,1,1,0,0
"Tetraogallus himalayensis","Galliformes","Phasianidae","Tetraogallus","himalayensis",0,0,1,0,0
"Ammoperdix griseogularis","Galliformes","Phasianidae","Ammoperdix","griseogularis",0,1,1,0,0
"Ammoperdix heyi","Galliformes","Phasianidae","Ammoperdix","heyi",NA,NA,NA,NA,NA
"Synoicus ypsilophorus","Galliformes","Phasianidae","Synoicus","ypsilophorus",0,0,1,0,0
"Synoicus monorthonyx","Galliformes","Phasianidae","Anurophasis","monorthonyx",NA,NA,NA,NA,NA
"Synoicus chinensis","Galliformes","Phasianidae","Synoicus","chinensis",0,0,1,0,0
"Synoicus adansonii","Galliformes","Phasianidae","Synoicus","adansonii",0,0,1,0,0
"Margaroperdix madagarensis","Galliformes","Phasianidae","Margaroperdix","madagarensis",0,0,1,1,0
"Coturnix coturnix","Galliformes","Phasianidae","Coturnix","coturnix",NA,NA,NA,NA,NA
"Coturnix japonica","Galliformes","Phasianidae","Coturnix","japonica",NA,NA,NA,NA,NA
"Coturnix delegorguei","Galliformes","Phasianidae","Coturnix","delegorguei",0,1,1,0,0
"Coturnix coromandelica","Galliformes","Phasianidae","Coturnix","coromandelica",0,1,0,0,0
"Coturnix pectoralis","Galliformes","Phasianidae","Coturnix","pectoralis",0,0,1,0,0
"Coturnix novaezelandiae","Galliformes","Phasianidae","Coturnix","novaezelandiae",NA,NA,NA,NA,NA
"Alectoris barbara","Galliformes","Phasianidae","Alectoris","barbara",0,1,0,0,0
"Alectoris melanocephala","Galliformes","Phasianidae","Alectoris","melanocephala",0,1,0,0,0
"Alectoris rufa","Galliformes","Phasianidae","Alectoris","rufa",0,1,1,0,0
"Alectoris chukar","Galliformes","Phasianidae","Alectoris","chukar",0,1,1,0,0
"Alectoris graeca","Galliformes","Phasianidae","Alectoris","graeca",NA,NA,NA,NA,NA
"Alectoris philbyi","Galliformes","Phasianidae","Alectoris","philbyi",0,1,1,0,0
"Alectoris magna","Galliformes","Phasianidae","Alectoris","magna",NA,NA,NA,NA,NA
"Perdicula asiatica","Galliformes","Phasianidae","Perdicula","asiatica",0,1,0,0,0
"Perdicula argoondah","Galliformes","Phasianidae","Perdicula","argoondah",NA,NA,NA,NA,NA
"Perdicula erythrorhyncha","Galliformes","Phasianidae","Perdicula","erythrorhyncha",0,0,1,0,0
"Perdicula manipurensis","Galliformes","Phasianidae","Perdicula","manipurensis",0,1,0,0,0
"Ophrysia superciliosa","Galliformes","Phasianidae","Ophrysia","superciliosa",0,0,1,1,0
"Pternistis hartlaubi","Galliformes","Phasianidae","Pternistis","hartlaubi",0,0,1,0,0
"Pternistis camerunensis","Galliformes","Phasianidae","Pternistis","camerunensis",NA,NA,NA,NA,NA
"Pternistis nobilis","Galliformes","Phasianidae","Pternistis","nobilis",0,0,1,0,0
"Pternistis castaneicollis","Galliformes","Phasianidae","Pternistis","castaneicollis",0,0,1,0,0
NA,"Galliformes",NA,"Pternistis","atrifrons",NA,NA,NA,NA,NA
"Pternistis erckelii","Galliformes","Phasianidae","Pternistis","erckelii",0,1,1,0,1
"Pternistis ochropectus","Galliformes","Phasianidae","Pternistis","ochropectus",0,1,0,0,0
"Pternistis swierstrai","Galliformes","Phasianidae","Pternistis","swierstrai",NA,NA,NA,NA,NA
"Pternistis ahantensis","Galliformes","Phasianidae","Pternistis","ahantensis",0,0,1,0,0
"Pternistis griseostriatus","Galliformes","Phasianidae","Pternistis","griseostriatus",NA,NA,NA,NA,NA
"Pternistis jacksoni","Galliformes","Phasianidae","Pternistis","jacksoni",0,0,1,0,0
"Pternistis adspersus","Galliformes","Phasianidae","Pternistis","adspersus",0,1,0,0,0
"Pternistis capensis","Galliformes","Phasianidae","Pternistis","capensis",NA,NA,NA,NA,NA
"Pternistis natalensis","Galliformes","Phasianidae","Pternistis","natalensis",0,0,1,0,0
"Pternistis hildebrandti","Galliformes","Phasianidae","Pternistis","hildebrandti",NA,NA,NA,NA,NA
"Pternistis bicalcaratus","Galliformes","Phasianidae","Pternistis","bicalcaratus",0,1,0,0,0
